licenseNo,name,address,phone,lat,lng,refractometer,eyeChart,licensedOn
PHMB220034000018082200001,드림안경오산운암점,"경기도 오산시 성호대로 122, 105호 (원동)",031-372-2843,37.1486226,127.0747165,0,0,2003-10-01
PHMB220034810029082200002,레옹안경콘택트,전남광주통합특별시 여수시 선원4길 3 (선원동),061-684-2979,34.7613705,127.6522977,1,1,2003-09-30
PHMB220033250021082200001,다비치안경 부산남포점,부산광역시 중구 중구로 3 (남포동6가),051-245-2132,35.0983067,129.0278048,1,1,2003-09-30
PHMB220033010033082200011,준안경,"서울특별시 중구 남대문시장길 29, 3호 (남대문로4가)",02-778-0757,37.5605589,126.9775095,1,1,2003-09-26
PHMB220034140020082200001,안경나라,경기도 연천군 전곡읍 전곡로 171,031-835-2111,38.0272939,127.0673108,1,1,2003-09-24
PHMB220033990029082200005,눈사랑안경,경기도 남양주시 진건읍 진건오남로 57,031-527-7956,37.6560557,127.1787199,1,1,2003-09-22
PHMB220034640131082200008,안경박사서신점,전북특별자치도 전주시 완산구 온고을로 62 (서신동),,35.8343572,127.11612,0,0,2003-09-20
PHMB220034200028082200002,글라스타,"강원특별자치도 강릉시 솔올로 9, 1층 (교동)",033-642-0986,37.7634978,128.87714,1,1,2003-09-19
PHMB220033780063082200002,맑은눈안경원,"경기도 성남시 중원구 둔촌대로 275, 1층 (하대원동)",,37.4296938,127.1485752,1,1,2003-09-19
PHMB220033220033082200003,홀릭스안경,"서울특별시 강남구 선릉로153길 25, 1층 (신사동)",34440599,37.5247255,127.037211,1,1,2003-09-17
PHMB220033920017082200002,푸른안경원,경기도 동두천시 중앙로 301 (생연동),031-868-3863,37.9084836,127.0544256,1,1,2003-09-15
PHMB220035180020082200001,밝은눈안경,경상북도 영덕군 영덕읍 중앙길 108-4,054-733-3579,36.4115565,129.3682399,1,1,2003-09-05
PHMB220033100034082200005,굿피플안경,서울특별시 노원구 한글비석로 362 (중계동),02-933-5383,37.6583086,127.0747323,0,0,2003-09-05
PHMB220035540016082200004,남대문마트안경콘택트,경기도 광주시 경충대로 1414 (쌍령동),031-769-2955,37.3969547,127.275919,1,1,2003-09-03
PHMB220033680022082200001,눈이넷안경원,대전광역시 대덕구 한남로 61 (오정동),042-623-8055,36.3514721,127.4213196,1,1,2003-09-03
PHMB220033290024082200007,부산안경원,"부산광역시 부산진구 백양대로 235, 1층 (개금동)",051-897-7252,35.1571741,129.0249741,1,1,2003-09-01
PHMB220034200028082200001,오렌즈강릉교동점센스안경,강원특별자치도 강릉시 교동광장로 137 (교동),033-645-0491,37.7646615,128.8798242,2,2,2003-08-29
PHMB220033050034082200006,안경만들기외대점,서울특별시 동대문구 휘경로 42 (휘경동),02-964-3369,37.5946521,127.064185,1,1,2003-08-27
PHMB220035530021082200002,수원과학대 옵티컬,경기도 화성시 효행구 정남면 세자로 288,,37.1924393,126.9825594,1,1,2003-08-26
PHMB220034050149082200006,루미애체안경원,"경기도 용인시 수지구 문정로 46, 1층 (풍덕천동, 한길타운)",031-267-7887,37.3246552,127.094573,1,1,2003-08-26
PHMB220033930162082200003,수암안경마트,"경기도 안산시 상록구 수암1길 7 (수암동, 선경탑스빌102호)",031-483-1776,37.3634654,126.8767029,0,0,2003-08-26
PHMB220033860050082200002,아이마트안경콘텍트,경기도 부천시 소사구 소사로 172 (소사본동),032-351-3737,37.4735537,126.795627,1,1,2003-08-26
PHMB220033200033082200002,아비드안경콘택트 신림본점,"서울특별시 관악구 남부순환로 1598, 1층 (신림동)",02-884-3939,37.4838592,126.9282436,0,0,2003-08-26
PHMB220033940139082200003,뷰안경콘택트,"경기도 고양시 일산동구 중앙로1275번길 60-31 (장항동,크리스탈빌딩 103호)",,37.6602211,126.7683635,1,1,2003-08-22
PHMB220033630020082200003,아이플러스안경콘택트,전남광주통합특별시 광산구 사암로340번길 43 (월곡동),,35.1754625,126.8111652,0,0,2003-08-21
PHMB220033420023082200002,맥 안경나무,대구광역시 동구 신암로 74 (신암동),053-423-4232,35.8780904,128.6086858,1,1,2003-08-19
PHMB220033370022082200003,마이스터,부산광역시 연제구 아시아드대로 94 (거제동),051-507-9111,35.1931285,129.0674363,0,0,2003-08-19
PHMB220033140033082200002,보다안경원,"서울특별시 양천구 목동서로 389, 1층 (신정동, 테마프라자)",26495678,37.5159205,126.8610745,1,1,2003-08-19
PHMB220033210034082200005,로뎀,서울특별시 서초구 방배중앙로 169 (방배동),,37.4942321,126.9858307,0,0,2003-08-18
PHMB220033190033082200007,검안아이케어안경,서울특별시 동작구 노량진로 196 (노량진동),,37.5131016,126.9473752,1,1,2003-08-16
PHMB220034050148082200001,아이줌안경콘텍트,"경기도 용인시 기흥구 구성로 98 (언남동, 구성빌딩)",,37.2939566,127.1197396,0,0,2003-08-14
PHMB220034010027082200004,서전안경,경기도 시흥시 신천로7번길 22 (신천동),031-404-1984,37.4319051,126.7917219,1,1,2003-08-14
PHMB220033010033082200009,모든안경,"서울특별시 중구 남대문시장4길 50, 1,2층 (남창동)",,37.5581192,126.976961,1,1,2003-08-14
PHMB220035420013082200001,안경이야기,경상남도 고성군 고성읍 중앙로 42,055-673-7170,34.974053,128.3247672,1,1,2003-08-09
PHMB220034020028082200001,밝은세상 안경,"경기도 군포시 번영로 505, 136호 (산본동, 대우디오플러스)",031-390-6934,37.3590007,126.9332693,1,1,2003-08-07
PHMB220033940140082200004,하나로안경원,"경기도 고양시 일산서구 대화로 362, 1층 (대화동, 고양농수산물종합유통센터동 유통센터내)",,37.6833903,126.7472667,1,1,2003-08-07
PHMB220033460023082200005,아이밸리안경원,대구광역시 수성구 달구벌대로 2680 (만촌동),053-743-6608,35.8547771,128.654038,0,0,2003-08-06
PHMB220035020055082200004,맑은눈안경,경상북도 포항시 남구 오천읍 장기로 1698,054-291-0350,35.966669,129.4160821,1,1,2003-08-01
PHMB220034400020082200002,독일안경보청기,"충청북도 제천시 풍양로 108 (중앙로1가, 중앙시장상가)",043-645-5020,37.1368011,128.2112136,1,1,2003-08-01
PHMB220033660023082200005,굿에프터눈,"대전광역시 서구 갈마로 117, 1층 (갈마동)",042-521-1001,36.3426312,127.3715663,1,2,2003-08-01
PHMB220033350024082200003,눈사랑안경,"부산광역시 금정구 중앙대로1841번길 24, 2층 (구서동)",051-583-7775,35.2503789,129.0905762,1,1,2003-07-31
PHMB220036510096082200002,이태리안경,제주특별자치도 제주시 중앙로 61 (이도일동),064-722-6432,33.5129035,126.5248649,1,1,2003-07-30
PHMB220033830077082200006,주공공이안경,"경기도 안양시 동안구 관평로170번길 33 (관양동, 평촌주공공이 143호)",031-476-0858,37.393103,126.9621391,0,0,2003-07-30
PHMB220033180034082200006,성모안경원,서울특별시 영등포구 63로 10 (여의도동),02-3779-2066,37.5182029,126.9364673,1,1,2003-07-30
PHMB220033010033082200008,파리안경원 위드렌즈,"서울특별시 중구 남대문로 67, 다-13호 (남대문로2가, 명동지하상가)",,37.5636301,126.9815994,1,1,2003-07-28
PHMB220035130030082200003,나이스안경콘택트,경상북도 경산시 장산로 268 (사동),053-817-1829,35.8171408,128.7533959,1,1,2003-07-24
PHMB220034210020082200001,아이스토리안경원,강원특별자치도 동해시 대학로 16 (천곡동),033-531-8007,37.5220793,129.1133943,0,0,2003-07-24
PHMB220033310024082200003,안경진정성 이마트문현점,"부산광역시 남구 전포대로91번길 47, E마트 3층 (문현동)",051-637-8255,35.1445047,129.0642195,0,0,2003-07-24
PHMB220033740033082200004,남문남대문안경,경기도 수원시 팔달구 정조로770번길 7 (팔달로3가),,37.2771343,127.0172138,0,0,2003-07-23
PHMB220213520019082200005,렌즈미 송도점,"인천광역시 연수구 송도과학로28번길 50, 더샵 송도트리플타워 West 1층 124호 (송도동)",,37.3794515,126.6575654,1,1,2003-07-19
PHMB220034050149082200003,1001안경죽전점,"경기도 용인시 수지구 대지로 39 (죽전동,양지프라자 1층)",031-276-1196,37.3285454,127.1137207,1,1,2003-07-16
PHMB220033540021082200003,으뜸안경친구콘택트 부개점,인천광역시 부평구 수변로107번길 58 (부개동),032-515-0801,37.4937065,126.7402433,0,0,2003-07-16
PHMB220033290024082200003,로뎀안경콘택트,부산광역시 부산진구 백양대로 301 (개금동),051-898-0007,35.1543954,129.0185086,1,1,2003-07-16
PHMB220033420023082200001,지누데안경,대구광역시 동구 반야월로24길 31 (신기동),,35.871773,128.7004332,0,0,2003-07-15
PHMB220033230034082200002,1001안경,서울특별시 송파구 올림픽로 116 (잠실동),,37.5115263,127.083347,1,1,2003-07-15
PHMB220033730017082200002,안경본데이,울산광역시 울주군 온양읍 온양로 73-1,052-239-1478,35.4113841,129.2800107,1,1,2003-07-11
PHMB220034160015082200001,밝은세상안경원,경기도 가평군 청평면 청평중앙로 19,,37.7366646,127.4169855,0,0,2003-07-09
PHMB220033350024082200002,안경친구,부산광역시 금정구 금사로 79 (금사동),051-524-7900,35.2200298,129.1111452,1,1,2003-07-09
PHMB220053650023082200038,아이큐안경 콘택트 산성점,"대전광역시 중구 대둔산로 411, 1층 (산성동)",,36.3062786,127.3864485,0,0,2003-07-08
PHMB220035090024082200001,1001안경,경상북도 중앙로 71,054-636-1962,36.8222001,128.6236147,2,1,2003-07-07
PHMB220033930154082200005,아이존안경,"경기도 안산시 단원구 광덕동로 91 (고잔동,시티프라자 107,108,109호)",031-480-1356,37.3127639,126.8324668,1,1,2003-07-07
PHMB220035020055082200003,안경일번지한서안경원,경상북도 포항시 남구 연일읍 철강로25번길 54,054-285-3486,35.9966696,129.3461143,0,0,2003-07-02
PHMB220034670076082200002,아이러브안경콘택트,전북특별자치도 군산시 월명로 460 (명산동),,35.98337,126.710377,0,0,2003-07-01
PHMB220034010027082200002,카리스마안경원,경기도 시흥시 연성로 95 (하상동),031-404-1130,37.3910823,126.8139432,1,1,2003-07-01
PHMB220035580013082200001,BD안경콘텍트,충청남도 계룡시 엄사면 엄사중앙로 96,042-841-1051,36.2892919,127.242283,1,1,2003-06-30
PHMB220033210034082200003,어반아이즈,서울특별시 서초구 동광로 14 (방배동),,37.4908559,126.9842174,0,0,2003-06-25
PHMB220033220033082200002,보다안경원,"서울특별시 강남구 일원로3길 34 (일원동, 1층)",,37.4920682,127.0829938,1,1,2003-06-23
PHMB220033070034082200001,굿모닝안경,"서울특별시 성북구 오패산로 45, 1층 (하월곡동)",02-909-4566,37.6061679,127.0364852,1,1,2003-06-23
PHMB220033450022082200004,경북안경원,대구광역시 북구 노원로 226 (침산동),,35.9002496,128.5847179,0,0,2003-06-21
PHMB220034400020082200001,굿피플안경,충청북도 제천시 풍양로 121 (남천동),043-643-3336,37.1365265,128.212672,0,0,2003-06-20
PHMB220035320022082200001,1001안경점 용원점,경상남도 창원시 진해구 안골로 348 (용원동),055-551-7751,35.1022217,128.8102606,0,0,2003-06-17
PHMB220035060023082200001,안경세상,"경상북도 김천시 김천로 74, 메가박스 (평화동)",054-430-1805,36.1253913,128.1106867,1,1,2003-06-14
PHMB220034640131082200005,화니안경원,전북특별자치도 전주시 완산구 장승배기로 245 (평화동1가),,35.7982905,127.139015,1,1,2003-06-14
PHMB220033540021082200002,일공공일안경 위드렌즈 뉴톤보청기 삼산점,"인천광역시 부평구 부평북로 448, 로얄프라자 1층 105,106일부호 (삼산동)",,37.521802,126.7431326,2,1,2003-06-14
PHMB220033290024082200002,한스안경원,"부산광역시 부산진구 동평로 382, 1층 (양정동)",051-866-6333,35.1746776,129.0668416,1,1,2003-06-14
PHMB220033590019082200001,일공공일안경원,전남광주통합특별시 동구 필문대로273번길 24 (지산동),062-228-9848,35.145999,126.9298589,0,0,2003-06-12
PHMB220033540021082200001,오늘의안경부평아이즈빌점,인천광역시 부평구 마장로 489 (청천동),032-270-2950,37.5219561,126.7033692,0,0,2003-06-05
PHMB220034490042082200005,서경석안경콘택트,충청남도 천안시 동남구 공설시장1길 2 (대흥동),,36.809335,127.1487378,0,0,2003-06-04
PHMB220035540016082200002,씨앤씨안경원,경기도 광주시 곤지암읍 곤지암로 59,031-797-2593,37.3495931,127.3400357,1,1,2003-06-03
PHMB220033940139082200002,정발산안경나라,"경기도 고양시 일산동구 일산로 458 (정발산동,드림프라자 1012호)",,37.6744107,126.776278,1,1,2003-06-03
PHMB220033780064082200005,대한안경,"경기도 성남시 분당구 야탑로81번길 10 (야탑동, 분당아미고타워 109호)",,37.4110113,127.1280807,0,0,2003-06-02
PHMB220033940140082200002,시작안경대화점,"경기도 고양시 일산서구 송포로 35, 106호 (대화동, 대륙종합상가)",,37.6696978,126.7322052,1,1,2003-05-30
PHMB220033820050082200001,안경마스터 금오점,"경기도 의정부시 청사로 37 (금오동,신세계프라자 104호)",031-853-1001,37.7516322,127.0697347,1,1,2003-05-30
PHMB220033200033082200004,우리안경원,"서울특별시 관악구 과천대로 951, 연송빌딩 (남현동)",02-598-3456,37.4755931,126.9811664,0,0,2003-05-27
PHMB220033150037082200003,1001안경,서울특별시 강서구 양천로 628 (염창동),02-3665-1105,37.5540214,126.8672112,1,2,2003-05-27
PHMB220033010033082200006,삼익패션안경,"서울특별시 중구 남대문시장8길 7 (남창동,삼익패션타운 4층 6-8호)",,37.5602832,126.9788562,1,1,2003-05-24
PHMB22003482002608221300026,예방학 안경 콘텍트,"전남광주통합특별시 순천시 중앙로 100, 1층 (남내동)",,34.9546948,127.4842373,1,1,2003-05-23
PHMB220033430019082200003,동산,대구광역시 서구 팔달로 174 (원대동3가),053-357-1797,35.8886955,128.5688779,1,1,2003-05-22
PHMB220033930154082200003,아이네트안경,"경기도 안산시 단원구 원포공원1로 46, 이마트 3층 (초지동)",031-439-9001,37.3033059,126.8118238,1,1,2003-05-16
PHMB220193070034082200004,프레야안경,"서울특별시 성북구 성북로 20, 1층 (성북동)",02-6497-7009,37.5900356,127.0046691,1,1,2003-05-14
PHMB220033860049082200003,글라스박스,"경기도 부천시 원미구 신흥로 190, 위브더스테이트 101동 101호 (중동)",032-348-1001,37.501517,126.7770902,0,0,2003-05-13
PHMB220035540016082200001,오렌즈경기광주점,"경기도 광주시 중앙로 85, 신흥빌딩 (역동)",031-762-2030,37.4075266,127.2592509,1,1,2003-05-12
PHMB220033780064082200004,옵티컬센터안경,"경기도 구미로173번길 82, 1층 (분당서울대학교병원)",,37.3499098,127.1241158,1,1,2003-05-10
PHMB220035310029082200001,이노티안경(동성점),경상남도 진주시 진주대로 1037 (동성동),,35.1923533,128.0844003,1,1,2003-05-09
PHMB220034490042082200003,비전안경원,충청남도 천안시 서북구 오성로 55 (두정동),,36.8306935,127.1334538,0,0,2003-05-07
PHMB220033510021082200002,1001안경콘택트,인천광역시 미추홀구 소성로 171 (학익동),032-868-1002,37.4420124,126.667383,0,0,2003-05-06
PHMB220033670022082200002,한밭대안경원,"대전광역시 유성구 학하서로121번길 81, 1층 101호 (덕명동)",,36.3505042,127.2977047,2,1,2003-05-03
PHMB220033190033082200004,1001안경콘택트신대방삼거리역점,서울특별시 동작구 상도로 91 (상도동),,37.5001466,126.9305719,1,1,2003-05-02
PHMB220033700018082200002,아이케어안경원,"울산광역시 남구 수암로 188, 1층 (야음동)",052-270-8050,35.5267402,129.3273929,2,1,2003-04-30
PHMB220033270022082200001,안경명가,부산광역시 동구 초량중로 75 (초량동),051-465-6007,35.1188382,129.0389613,1,1,2003-04-30
PHMB220033210034082200001,르망안경,"서울특별시 서초구 청계산로 10 (양재동, 농협하나로클럽)",,37.4629195,127.0437479,0,0,2003-04-29
PHMB220035020056082200003,초이스안경원,경상북도 포항시 북구 중앙로 258 (죽도동),054-247-7751,36.0361018,129.3651565,1,1,2003-04-28
PHMB220033740106082200001,안경家(가),경기도 수원시 영통구 봉영로 1569 (영통동),031-205-7888,37.2521917,127.070896,0,0,2003-04-28
PHMB220033300024082200003,1080안경원,부산광역시 동래구 충렬대로375번길 61 (안락동),051-526-2100,35.2003549,129.1008573,1,1,2003-04-26
PHMB220033860049082200002,글라스타역곡점,경기도 부천시 원미구 부일로 740(역곡동),,37.4859276,126.8118515,1,1,2003-04-23
PHMB220033780064082200003,본안경원,"경기도 성남시 분당구 분당로263번길 35 (서현동, 굿모닝프라자 104호)",,37.3718708,127.1396501,0,0,2003-04-21
PHMB220034010027082200007,기분좋은안경원,경기도 시흥시 역전로 270 (정왕동),031-431-7007,37.3513466,126.7420524,1,1,2003-04-20
PHMB220035280165082200001,미소안경,"경상남도 창원시 진해구 석동로30번길 17, 1층 (석동)",055-547-8864,35.1532799,128.703171,1,1,2003-04-16
PHMB220033290024082200001,010안경원,"부산광역시 부산진구 동평로 84, 1층 (당감동)",051-896-9151,35.1653689,129.0385728,1,1,2003-04-16
PHMB220033260022082200001,010안경,부산광역시 서구 구덕로 335 (서대신동3가),051-231-3080,35.1136714,129.015751,1,1,2003-04-16
PHMB220033450022082200003,아카데미콘택트안경,"대구광역시 북구 대학로 97, 1층 (산격동)",,35.8937689,128.6104806,0,0,2003-04-15
PHMB220033200033082200001,밝은세상안경원,서울특별시 관악구 신원로 22 (신림동),,37.4811965,126.9279956,0,0,2003-04-11
PHMB220035020055082200002,아이랜드by안경매니져,"경상북도 포항시 남구 지곡로 253 (지곡동, 에드빌3차 102동 139호)",,36.0285431,129.3242515,0,0,2003-04-10
PHMB220033700018082200001,소바안경남구점,울산광역시 남구 삼산로 16 (신정동),052-276-8557,35.5326799,129.3096365,1,1,2003-04-09
PHMB220034360069082200003,1004안경콘텍트,충청북도 청주시 상당구 용암북로138번길 36(용암동),043-291-9004,36.6199993,127.5138579,0,0,2003-04-08
PHMB220033780062082200001,조은안경원,경기도 성남시 수정구 성남대로 1247-1 (태평동),031-758-4803,37.4413656,127.126981,1,1,2003-04-08
PHMB220033990029082200002,코엑스안경,"경기도 남양주시 화도읍 경춘로창벌2길 19, 1층 103호",031-594-3056,37.6509301,127.3042754,1,1,2003-04-07
PHMB220034360079082200002,세이안경콘텍트,충청북도 청주시 흥덕구 1순환로 556 (봉명동),,36.6437809,127.4624142,1,1,2003-04-03
PHMB220034030022082200002,으뜸50안경 의왕점,"경기도 의왕시 부곡중앙로 6-4, 태림빌딩 103-104호 (삼동)",031-454-6552,37.3208557,126.9493505,0,0,2003-04-03
PHMB220033150037082200002,쿨안경원,"서울특별시 강서구 강서로 53 (화곡동, 형제빌딩)",02-2695-3453,37.5326159,126.8458343,2,1,2003-04-02
PHMB220034030022082200001,현대안경,경기도 의왕시 모락로 16 (오전동),031-457-4224,37.3595622,126.9669845,0,0,2003-03-29
PHMB220033430019082200002,룩스안경(팔달점),대구광역시 서구 팔달로 182 (원대동3가),053-357-6522,35.8885138,128.5698623,1,1,2003-03-28
PHMB220033350024082200001,으뜸스타안경,"부산광역시 금정구 중앙대로1719번길 13, 제A동 201호 (부곡동, 삼백크라시앙)",051-583-3322,35.2376707,129.0912829,1,1,2003-03-28
PHMB220034520031082200001,제누네안경원,충청남도 아산시 남산로 57-10 (온천동),041-549-5801,36.7808165,127.0001257,1,1,2003-03-26
PHMB220033780064082200002,글라스월드 분당수내점,"경기도 성남시 분당구 내정로174번길 42, 154호 (수내동, 파크타운복합(돌고래)상가)",,37.3714076,127.1220069,2,1,2003-03-21
PHMB220035220013082200001,장군안경렌즈공주,경상북도 칠곡군 석적읍 북중리3길 54,054-977-7007,36.0792367,128.4116277,1,1,2003-03-19
PHMB220033730017082200001,안경마을,울산광역시 울주군 청량읍 덕하로 237,052-257-8573,35.492242,129.3048161,0,0,2003-03-18
PHMB220033140033082200001,열린안경,서울특별시 양천구 목동남로4길 10 (신정동),26461900,37.5086523,126.8648107,0,0,2003-03-18
PHMB220033000034082200002,영콘택트안경,"서울특별시 종로구 종로 335-1 (창신동, 명제빌딩)",02-763-4101,37.5731518,127.0145147,1,1,2003-03-18
PHMB220034360069082200002,청대안경원,"충청북도 청주시 청원구 대성로 298, 청주대학교 대학문화관 1층 (내덕동)",043-215-0990,36.6525466,127.4937017,1,1,2003-03-15
PHMB220034640131082200004,전주현대안경원,전북특별자치도 전주시 덕진구 백제대로 753 (인후동2가),,35.8466563,127.1510152,0,0,2003-03-14
PHMB220033080033082200002,미아안경나라,서울특별시 강북구 도봉로 145 (미아동),02-981-1729,37.6219119,127.0274607,0,0,2003-03-14
PHMB220033050034082200005,루크안경원,서울특별시 동대문구 왕산로 247 (청량리동),02-962-7673,37.5834215,127.0487539,1,1,2003-03-14
PHMB220034640131082200003,레옹안경,전북특별자치도 전주시 완산구 충경로 64 (경원동1가),,35.8182986,127.1461394,0,0,2003-03-13
PHMB220034230018082200001,우리들안경원,강원특별자치도 속초시 미시령로 3395 (교동),033-636-5007,38.2079093,128.5771462,1,1,2003-03-13
PHMB220034640131082200001,우리안경콘택트,전북특별자치도 전주시 덕진구 붓내3길 28 (송천동2가),,35.8666909,127.1247681,0,0,2003-03-11
PHMB220033310024082200002,제이앤제이 안경원,부산광역시 남구 우암로 63 (감만동),051-644-0808,35.1163292,129.0809692,0,0,2003-03-11
PHMB220033280023082200002,바른눈 안경원,"부산광역시 영도구 영선대로 87, 1층 (영선동2가)",,35.0889578,129.0422741,1,1,2003-03-10
PHMB220033220033082200001,안경공화국안경,"서울특별시 강남구 선릉로 313, 삼미빌딩 2층 4호 (역삼동)",,37.4977824,127.0517961,1,1,2003-03-10
PHMB220033080033082200001,수유안경백화점,서울특별시 강북구 노해로 9 (수유동),02-9028-9112,37.6365898,127.0226243,0,0,2003-03-09
PHMB220034830021082200001,명동아이랜드,"전남광주통합특별시 나주시 상야2길 22, 선도타워 114호 (빛가람동)",061-331-5607,35.0217111,126.7878796,1,1,2003-03-06
PHMB220034060023082200002,굿모닝안경콘텍트,경기도 파주시 금정로 98 (금촌동),,37.7632794,126.7725519,1,1,2003-03-06
PHMB220033320045082200002,밝은눈안경,부산광역시 북구 상리로 36 (만덕동),051-343-0822,35.2081948,129.0378078,0,0,2003-03-06
PHMB220034450014082200001,눈사랑안경원,"충청북도 진천군 진천읍 중앙북로 57, 은성빌딩",043-533-2627,36.8588269,127.4432111,1,1,2003-03-05
PHMB220033370022082200001,일공공일,부산광역시 연제구 중앙대로 1112 (연산동),051-851-6626,35.1870028,129.0816863,0,0,2003-03-04
PHMB220033630020082200002,010안경,전남광주통합특별시 광산구 월계로 86 (월계동),,35.2126922,126.8352485,0,0,2003-03-03
PHMB220033300024082200002,줌안경원,부산광역시 동래구 충렬사로 68 (명장동),051-527-2003,35.204807,129.0995877,1,1,2003-02-28
PHMB220033300024082200001,아이브안경원,부산광역시 동래구 충렬대로 434 (안락동),051-528-0223,35.1962785,129.1056854,1,1,2003-02-28
PHMB220033190033082200003,아이닥터안경콘택트이수점,"서울특별시 동작구 동작대로29길 49, 2층 (사당동)",,37.4884872,126.9791128,1,1,2003-02-28
PHMB220035590021082200001,아이마트안경,경기도 양주시 회정로 134 (덕정동),031-859-1009,37.8372793,127.068267,0,0,2003-02-27
PHMB220033860049082200001,케이에스(K.S)안경원,경기도 부천시 원미구 길주로 87 (상동),032-328-7910,37.5064398,126.7518323,1,1,2003-02-27
PHMB220033380023082200001,밝은세상안경원,부산광역시 수영구 남천동로 110-1 (남천동),051-622-6600,35.1460276,129.1114947,1,1,2003-02-25
PHMB220033160034082200002,트랜디카구로점,"서울특별시 구로구 디지털로31길 120, 4동 420호 (구로동, 한신휴플러스아파트)",02-855-8066,37.4886257,126.8906817,1,1,2003-02-24
PHMB220033110032082200001,아이마트안경렌즈타운,"서울특별시 은평구 연서로 137, 1층 (구산동, 영진빌딩)",02-387-3300,37.6112687,126.916679,0,0,2003-02-21
PHMB220033990029082200001,1001안경콘택트덕소점,경기도 남양주시 와부읍 덕소로97번길 5,031-521-1928,37.5861577,127.212611,1,1,2003-02-18
PHMB220033470022082200001,가톨릭안경원,대구광역시 달서구 계대동문로 120 (이곡동),053-593-5932,35.8550771,128.5054518,1,1,2003-02-15
PHMB220033630020082200001,미래안경,전남광주통합특별시 광산구 사암로 270 (월곡동),,35.1685459,126.8091679,0,0,2003-02-14
PHMB220034490042082200001,안경매니져두정점,"충청남도 천안시 서북구 봉정로 374, 101호 (두정동)",,36.8354159,127.1456753,0,0,2003-02-13
PHMB220033740033082200002,아이러브안경콘텍트렌즈,경기도 수원시 팔달구 덕영대로 924 (매산로1가),,37.2662892,126.9997794,0,0,2003-02-13
PHMB220033530019082200001,헬로안경원,"인천광역시 남동구 서창남순환로 223, 아페리온 A동 119,120호 (서창동)",032-446-8008,37.4249395,126.7486522,3,1,2003-02-13
PHMB220033160034082200001,서울안경 신도림점,"서울특별시 구로구 신도림로 7, 103호 (신도림동)",02-2635-0084,37.5062922,126.8770214,1,1,2003-02-11
PHMB220033710033082200001,K비젼안경,울산광역시 동구 대학길 38 (화정동),052-202-4080,35.498634,129.4199181,1,1,2003-02-10
PHMB220263340025082200001,으뜸50안경 다대포항역점,"부산광역시 사하구 다대로 지하548, 다대포항역 (다대동)",051-325-2080,35.0574415,128.9710141,2,1,2003-02-08
PHMB220035070014082200001,다비치안경,경상북도 안동시 경동로 675 (운흥동),054-841-7883,36.563538,128.7318106,5,3,2003-02-06
PHMB220033430019082200001,롯데마트,대구광역시 서구 달서로 42 (내당동),053-555-1266,35.8661353,128.5713763,1,1,2003-02-06
PHMB220033190033082200002,파로스안경,서울특별시 동작구 동작대로29길 50 (사당동),,37.4887101,126.9793749,1,1,2003-02-04
PHMB220034190023082200002,구공공안경원,강원특별자치도 원주시 평원로 59 (중앙동),033-742-9010,37.3511621,127.9504835,0,1,2003-02-03
PHMB220033660023082200003,눈사랑안경원,"대전광역시 서구 갈마로 60, 1층 (갈마동)",042-533-6227,36.3472267,127.3691066,1,1,2003-01-21
PHMB220035350029082200001,다비치안경원서김해점,"경상남도 김해시 내외중앙로 36 (외동,동부산아이죤힐 1층)",055-328-0860,35.2332867,128.8666733,0,0,2003-01-20
PHMB220033280023082200001,아이리더,부산광역시 영도구 동삼로 30 (동삼동),051-405-9777,35.0765635,129.0718487,1,1,2003-01-20
PHMB220033120033082200001,유앤아이안경콘택트,서울특별시 서대문구 연희로 102 (연희동),02-332-4112,37.5670974,126.9312473,1,1,2003-01-16
PHMB22003482002608221300025,안경나라중앙점,전남광주통합특별시 순천시 중앙6길 16 (중앙동),,34.9564612,127.4848336,1,1,2003-01-15
PHMB220053650023082200040,아쿠아이즈 안경원 목동점,대전광역시 중구 목동로22번길 78 (목동),,36.3355128,127.4118473,0,0,2003-01-15
PHMB220033410023082200001,룩스토어 동성로점,대구광역시 중구 동성로 59 (동성로2가),,35.8722363,128.5954585,0,0,2003-01-14
PHMB220033660023082200002,시선안경원,대전광역시 서구 둔산중로58번길 49 (둔산동),042-486-2500,36.3520988,127.3894157,2,2,2003-01-08
PHMB220034360069082200001,조안경클럽,충청북도 청주시 청원구 율봉로 102 (율량동),,36.6669247,127.4806635,0,0,2003-01-07
PHMB220033930154082200002,플로렌스안경,"경기도 안산시 단원구 광덕동로 61, 108호 (고잔동, 중앙프라자)",031-483-5115,37.310059,126.8322404,1,1,2003-01-06
PHMB220033930154082200001,안경숲 렌즈미 안산고잔점,"경기도 안산시 단원구 광덕대로 182, 107호 (고잔동)",031-484-2567,37.3128466,126.8308383,3,1,2003-01-04
PHMB220033320045082200001,다비치 안경,"부산광역시 북구 화명대로 40, 1층 103~106호 (화명동, 현천휴먼타워)",051-365-1080,35.2346249,129.0123272,2,2,2003-01-03
PHMB220033660023082200001,씨채널안경원월평점,"대전광역시 서구 월평로 66, 1층 (월평동)",042-489-5445,36.3561136,127.3643427,1,1,2003-01-02
PHMB220025320022082200002,1001안경점 진해점,경상남도 창원시 진해구 냉천로 66 (석동),055-551-1081,35.1521777,128.7044771,0,0,2002-12-31
PHMB220023470022082200006,아이클릭안경원,대구광역시 달서구 월배로 330 (송현동),053-654-8161,35.8249047,128.5467744,1,1,2002-12-31
